0:01.763,-0.060
0:01.767,-0.054
0:01.770,-0.049
0:01.773,-0.047
0:01.777,-0.045
0:01.780,-0.043
0:01.783,-0.041
0:01.787,-0.040
0:01.790,-0.038
0:01.793,-0.035
0:01.797,-0.033
0:01.800,-0.040
0:01.803,-0.052
0:01.807,-0.059
0:01.810,-0.066
0:01.813,-0.072
0:01.817,-0.076
0:01.820,-0.078
0:01.823,-0.077
0:01.827,-0.074
0:01.830,-0.067
0:01.833,-0.055
0:01.837,-0.018
0:01.840,0.033
0:01.843,0.102
0:01.847,0.193
0:01.850,0.310
0:01.853,0.441
0:01.857,0.567
0:01.860,0.669
0:01.863,0.718
0:01.867,0.735
0:01.870,0.711
0:01.873,0.638
0:01.877,0.511
0:01.880,0.355
0:01.883,0.196
0:01.887,0.056
0:01.890,-0.043
0:01.893,-0.096
0:01.897,-0.122
0:01.900,-0.144
0:01.903,-0.173
0:01.907,-0.195
0:01.910,-0.207
0:01.913,-0.215
0:01.917,-0.218
0:01.920,-0.215
0:01.923,-0.209
0:01.927,-0.202
0:01.930,-0.194
0:01.933,-0.186
0:01.937,-0.178
0:01.940,-0.168
0:01.943,-0.159
0:01.947,-0.152
0:01.950,-0.146
0:01.953,-0.141
0:01.957,-0.136
0:01.960,-0.133
0:01.963,-0.130
0:01.967,-0.126
0:01.970,-0.123
0:01.973,-0.119
0:01.977,-0.115
0:01.980,-0.111
0:01.983,-0.107
0:01.987,-0.103
0:01.990,-0.098
0:01.993,-0.092
0:01.997,-0.086
0:02.000,-0.080
0:02.003,-0.075
0:02.007,-0.069
0:02.010,-0.062
0:02.013,-0.053
0:02.017,-0.041
0:02.020,-0.026
0:02.023,-0.007
0:02.027,0.010
0:02.030,0.028
0:02.033,0.041
0:02.037,0.049
0:02.040,0.058
0:02.043,0.067
0:02.047,0.078
0:02.050,0.090
0:02.053,0.101
0:02.057,0.110
0:02.060,0.119
0:02.063,0.130
0:02.067,0.140
0:02.070,0.148
0:02.073,0.154
0:02.077,0.160
0:02.080,0.166
0:02.083,0.171
0:02.087,0.177
0:02.090,0.181
0:02.093,0.187
0:02.097,0.193
0:02.100,0.203
0:02.103,0.217
0:02.107,0.226
0:02.110,0.232
0:02.113,0.236
0:02.117,0.239
0:02.120,0.242
0:02.123,0.244
0:02.127,0.244
0:02.130,0.241
0:02.133,0.233
0:02.137,0.224
0:02.140,0.211
0:02.143,0.192
0:02.147,0.176
0:02.150,0.162
0:02.153,0.151
0:02.157,0.139
0:02.160,0.126
0:02.163,0.119
0:02.167,0.114
0:02.170,0.110
0:02.173,0.107
0:02.177,0.105
0:02.180,0.103
0:02.183,0.102
0:02.187,0.101
0:02.190,0.101
0:02.193,0.101
0:02.197,0.102
0:02.200,0.104
0:02.203,0.105
0:02.207,0.106
0:02.210,0.108
0:02.213,0.110
0:02.217,0.111
0:02.220,0.112
0:02.223,0.112
0:02.227,0.113
0:02.230,0.113
0:02.233,0.115
0:02.237,0.117
0:02.240,0.117
0:02.243,0.115
0:02.247,0.109
0:02.250,0.104
0:02.253,0.101
0:02.257,0.099
0:02.260,0.097
0:02.263,0.094
0:02.267,0.092
0:02.270,0.091
0:02.273,0.090
0:02.277,0.089
0:02.280,0.088
0:02.283,0.088
0:02.287,0.088
0:02.290,0.090
0:02.293,0.096
0:02.297,0.099
0:02.300,0.101
0:02.303,0.103
0:02.307,0.104
0:02.310,0.105
0:02.313,0.107
0:02.317,0.109
0:02.320,0.110
0:02.323,0.111
0:02.327,0.111
0:02.330,0.111
0:02.333,0.111
0:02.337,0.111
0:02.340,0.111
0:02.343,0.110
0:02.347,0.109
0:02.350,0.106
0:02.353,0.102
0:02.357,0.097
0:02.360,0.092
0:02.363,0.087
0:02.367,0.082
0:02.370,0.079
0:02.373,0.076
0:02.377,0.074
0:02.380,0.073
0:02.383,0.073
0:02.387,0.076
0:02.390,0.079
0:02.393,0.084
0:02.397,0.089
0:02.400,0.094
0:02.403,0.100
0:02.407,0.112
0:02.410,0.126
0:02.413,0.142
0:02.417,0.153
0:02.420,0.162
0:02.423,0.169
0:02.427,0.174
0:02.430,0.175
0:02.433,0.173
0:02.437,0.170
0:02.440,0.165
0:02.443,0.159
0:02.447,0.151
0:02.450,0.141
0:02.453,0.130
0:02.457,0.113
0:02.460,0.098
0:02.463,0.088
0:02.467,0.081
0:02.470,0.077
0:02.473,0.073
0:02.477,0.071
0:02.480,0.069
0:02.483,0.067
0:02.487,0.067
0:02.490,0.069
0:02.493,0.071
0:02.497,0.073
0:02.500,0.075
0:02.503,0.077
0:02.507,0.079
0:02.510,0.083
0:02.513,0.087
0:02.517,0.093
0:02.520,0.099
0:02.523,0.104
0:02.527,0.107
0:02.530,0.108
0:02.533,0.108
0:02.537,0.107
0:02.540,0.106
0:02.543,0.104
0:02.547,0.099
0:02.550,0.093
0:02.553,0.085
0:02.557,0.077
0:02.560,0.069
0:02.563,0.061
0:02.567,0.054
0:02.570,0.048
0:02.573,0.043
0:02.577,0.040
0:02.580,0.037
0:02.583,0.034
0:02.587,0.033
0:02.590,0.032
0:02.593,0.034
0:02.597,0.036
0:02.600,0.039
0:02.603,0.040
0:02.607,0.041
0:02.610,0.042
0:02.613,0.045
0:02.617,0.050
0:02.620,0.061
0:02.623,0.083
0:02.627,0.116
0:02.630,0.166
0:02.633,0.238
0:02.637,0.334
0:02.640,0.452
0:02.643,0.584
0:02.647,0.716
0:02.650,0.834
0:02.653,0.906
0:02.657,0.930
0:02.660,0.903
0:02.663,0.819
0:02.667,0.659
0:02.670,0.466
0:02.673,0.274
0:02.677,0.109
0:02.680,-0.008
0:02.683,-0.056
0:02.687,-0.074
0:02.690,-0.075
0:02.693,-0.069
0:02.697,-0.063
0:02.700,-0.058
0:02.703,-0.061
0:02.707,-0.078
0:02.710,-0.089
0:02.713,-0.098
0:02.717,-0.105
0:02.720,-0.103
0:02.723,-0.093
0:02.727,-0.081
0:02.730,-0.075
0:02.733,-0.070
0:02.737,-0.066
0:02.740,-0.061
0:02.743,-0.056
0:02.747,-0.052
0:02.750,-0.050
0:02.753,-0.051
0:02.757,-0.055
0:02.760,-0.059
0:02.763,-0.062
0:02.767,-0.061
0:02.770,-0.059
0:02.773,-0.056
0:02.777,-0.051
0:02.780,-0.047
0:02.783,-0.044
0:02.787,-0.044
0:02.790,-0.044
0:02.793,-0.044
0:02.797,-0.042
0:02.800,-0.038
0:02.803,-0.033
0:02.807,-0.028
0:02.810,-0.024
0:02.813,-0.022
0:02.817,-0.020
0:02.820,-0.017
0:02.823,-0.012
0:02.827,-0.005
0:02.830,0.002
0:02.833,0.014
0:02.837,0.027
0:02.840,0.038
0:02.843,0.050
0:02.847,0.062
0:02.850,0.072
0:02.853,0.082
0:02.857,0.091
0:02.860,0.097
0:02.863,0.098
0:02.867,0.097
0:02.870,0.097
0:02.873,0.097
0:02.877,0.097
0:02.880,0.099
0:02.883,0.099
0:02.887,0.098
0:02.890,0.096
0:02.893,0.093
0:02.897,0.090
0:02.900,0.085
0:02.903,0.078
0:02.907,0.070
0:02.910,0.061
0:02.913,0.051
0:02.917,0.042
0:02.920,0.036
0:02.923,0.031
0:02.927,0.027
0:02.930,0.022
0:02.933,0.017
0:02.937,0.011
0:02.940,0.003
0:02.943,-0.004
0:02.947,-0.011
0:02.950,-0.016
0:02.953,-0.020
0:02.957,-0.025
0:02.960,-0.030
0:02.963,-0.035
0:02.967,-0.039
0:02.970,-0.038
0:02.973,-0.034
0:02.977,-0.028
0:02.980,-0.020
0:02.983,-0.014
0:02.987,-0.008
0:02.990,-0.003
0:02.993,0.000
0:02.997,0.002
0:03.000,0.005
0:03.003,0.009
0:03.007,0.012
0:03.010,0.013
0:03.013,0.013
0:03.017,0.011
0:03.020,0.008
0:03.023,0.006
0:03.027,0.003
0:03.030,0.000
0:03.033,-0.001
0:03.037,-0.003
0:03.040,-0.005
0:03.043,-0.006
0:03.047,-0.006
0:03.050,-0.006
0:03.053,-0.005
0:03.057,-0.003
0:03.060,-0.002
0:03.063,-0.001
0:03.067,-0.001
0:03.070,0.000
0:03.073,0.002
0:03.077,0.005
0:03.080,0.007
0:03.083,-0.001
0:03.087,0.000
0:03.090,0.000
0:03.093,0.001
0:03.097,0.001
0:03.100,0.001
0:03.103,0.001
0:03.107,0.001
0:03.110,0.002
0:03.113,0.002
0:03.117,0.003
0:03.120,0.003
0:03.123,0.003
0:03.127,0.003
0:03.130,0.003
0:03.133,0.004
0:03.137,0.004
0:03.140,0.003
0:03.143,0.002
0:03.147,0.001
0:03.150,0.000
0:03.153,0.000
0:03.157,0.001
0:03.160,0.001
0:03.163,0.001
0:03.167,0.000
0:03.170,0.000
0:03.173,0.000
0:03.177,0.001
0:03.180,0.001
0:03.183,0.001
0:03.187,0.000
0:03.190,0.000
0:03.193,-0.001
0:03.197,-0.002
0:03.200,-0.003
0:03.203,-0.004
0:03.207,-0.006
0:03.210,-0.008
0:03.213,-0.009
0:03.217,-0.009
0:03.220,-0.009
0:03.223,-0.010
0:03.227,-0.009
0:03.230,-0.009
0:03.233,-0.007
0:03.237,-0.005
0:03.240,-0.003
0:03.243,-0.001
0:03.247,0.000
0:03.250,0.001
0:03.253,0.002
0:03.257,0.003
0:03.260,0.003
0:03.263,0.004
0:03.267,0.004
0:03.270,0.005
0:03.273,0.006
0:03.277,0.007
0:03.280,0.010
0:03.283,0.012
0:03.287,0.015
0:03.290,0.018
0:03.293,0.022
0:03.297,0.025
0:03.300,0.029
0:03.303,0.031
0:03.307,0.033
0:03.310,0.035
0:03.313,0.036
0:03.317,0.038
0:03.320,0.040
0:03.323,0.043
0:03.327,0.046
0:03.330,0.049
0:03.333,0.053
0:03.337,0.058
0:03.340,0.063
0:03.343,0.067
0:03.347,0.069
0:03.350,0.068
0:03.353,0.064
0:03.357,0.058
0:03.360,0.052
0:03.363,0.046
0:03.367,0.042
0:03.370,0.037
0:03.373,0.031
0:03.377,0.025
0:03.380,0.020
0:03.383,0.015
0:03.387,0.011
0:03.390,0.008
0:03.393,0.004
0:03.397,0.001
0:03.400,-0.003
0:03.403,-0.010
0:03.407,-0.020
0:03.410,-0.026
0:03.413,-0.030
0:03.417,-0.033
0:03.420,-0.037
0:03.423,-0.039
0:03.427,-0.035
0:03.430,-0.023
0:03.433,0.007
0:03.437,0.049
0:03.440,0.107
0:03.443,0.182
0:03.447,0.272
0:03.450,0.378
0:03.453,0.497
0:03.457,0.623
0:03.460,0.744
0:03.463,0.843
0:03.467,0.881
0:03.470,0.872
0:03.473,0.793
0:03.477,0.644
0:03.480,0.457
0:03.483,0.263
0:03.487,0.097
0:03.490,-0.018
0:03.493,-0.073
0:03.497,-0.090
0:03.500,-0.099
0:03.503,-0.104
0:03.507,-0.108
0:03.510,-0.112
0:03.513,-0.115
0:03.517,-0.118
0:03.520,-0.120
0:03.523,-0.122
0:03.527,-0.124
0:03.530,-0.125
0:03.533,-0.126
0:03.537,-0.127
0:03.540,-0.127
0:03.543,-0.129
0:03.547,-0.130
0:03.550,-0.130
0:03.553,-0.131
0:03.557,-0.134
0:03.560,-0.136
0:03.563,-0.135
0:03.567,-0.126
0:03.570,-0.115
0:03.573,-0.108
0:03.577,-0.102
0:03.580,-0.096
0:03.583,-0.092
0:03.587,-0.088
0:03.590,-0.085
0:03.593,-0.083
0:03.597,-0.081
0:03.600,-0.079
0:03.603,-0.078
0:03.607,-0.076
0:03.610,-0.075
0:03.613,-0.073
0:03.617,-0.072
0:03.620,-0.070
0:03.623,-0.068
0:03.627,-0.065
0:03.630,-0.062
0:03.633,-0.057
0:03.637,-0.052
0:03.640,-0.044
0:03.643,-0.032
0:03.647,-0.020
0:03.650,-0.006
0:03.653,0.006
0:03.657,0.020
0:03.660,0.031
0:03.663,0.042
0:03.667,0.053
0:03.670,0.064
0:03.673,0.071
0:03.677,0.075
0:03.680,0.078
0:03.683,0.080
0:03.687,0.082
0:03.690,0.084
0:03.693,0.086
0:03.697,0.086
0:03.700,0.085
0:03.703,0.082
0:03.707,0.077
0:03.710,0.071
0:03.713,0.066
0:03.717,0.060
0:03.720,0.053
0:03.723,0.045
0:03.727,0.035
0:03.730,0.025
0:03.733,0.015
0:03.737,0.007
0:03.740,-0.001
0:03.743,-0.008
0:03.747,-0.014
0:03.750,-0.017
0:03.753,-0.019
0:03.757,-0.020
0:03.760,-0.021
0:03.763,-0.022
0:03.767,-0.023
0:03.770,-0.024
0:03.773,-0.025
0:03.777,-0.027
0:03.780,-0.028
0:03.783,-0.029
0:03.787,-0.030
0:03.790,-0.032
0:03.793,-0.036
0:03.797,-0.037
0:03.800,-0.036
0:03.803,-0.034
0:03.807,-0.033
0:03.810,-0.031
0:03.813,-0.031
0:03.817,-0.031
0:03.820,-0.032
0:03.823,-0.035
0:03.827,-0.037
0:03.830,-0.040
0:03.833,-0.042
0:03.837,-0.047
0:03.840,-0.050
0:03.843,-0.049
0:03.847,-0.044
0:03.850,-0.040
0:03.853,-0.036
0:03.857,-0.031
0:03.860,-0.021
0:03.863,-0.011
0:03.867,-0.004
0:03.870,0.000
0:03.873,0.006
0:03.877,0.011
0:03.880,0.015
0:03.883,0.016
0:03.887,0.015
0:03.890,0.011
0:03.893,0.006
0:03.897,0.002
0:03.900,-0.001
0:03.903,-0.004
0:03.907,-0.008
0:03.910,-0.012
0:03.913,-0.016
0:03.917,-0.019
0:03.920,-0.022
0:03.923,-0.023
0:03.927,-0.023
0:03.930,-0.023
0:03.933,-0.022
0:03.937,-0.021
0:03.940,-0.018
0:03.943,-0.016
0:03.947,-0.013
0:03.950,-0.011
0:03.953,-0.010
0:03.957,-0.009
0:03.960,-0.008
0:03.963,-0.006
0:03.967,-0.004
0:03.970,-0.001
0:03.973,0.000
0:03.977,0.003
0:03.980,0.006
0:03.983,0.008
0:03.987,0.009
0:03.990,0.010
0:03.993,0.009
0:03.997,0.009
0:04.000,0.008
0:04.003,0.007
0:04.007,0.006
0:04.010,0.004
0:04.013,0.002
0:04.017,0.000
0:04.020,0.000
0:04.023,-0.001
0:04.027,-0.001
0:04.030,-0.001
0:04.033,-0.004
0:04.037,-0.007
0:04.040,-0.010
0:04.043,-0.010
0:04.047,-0.006
0:04.050,0.000
0:04.053,0.006
0:04.057,0.011
0:04.060,0.015
0:04.063,0.020
0:04.067,0.025
0:04.070,0.029
0:04.073,0.032
0:04.077,0.035
0:04.080,0.038
0:04.083,0.040
0:04.087,0.043
0:04.090,0.046
0:04.093,0.049
0:04.097,0.052
0:04.100,0.054
0:04.103,0.056
0:04.107,0.058
0:04.110,0.060
0:04.113,0.062
0:04.117,0.064
0:04.120,0.066
0:04.123,0.068
0:04.127,0.070
0:04.130,0.071
0:04.133,0.070
0:04.137,0.067
0:04.140,0.062
0:04.143,0.057
0:04.147,0.052
0:04.150,0.049
0:04.153,0.045
0:04.157,0.041
0:04.160,0.037
0:04.163,0.033
0:04.167,0.030
0:04.170,0.028
0:04.173,0.026
0:04.177,0.025
0:04.180,0.025
0:04.183,0.025
0:04.187,0.026
0:04.190,0.028
0:04.193,0.030
0:04.197,0.034
0:04.200,0.038
0:04.203,0.043
0:04.207,0.062
0:04.210,0.106
0:04.213,0.169
0:04.217,0.253
0:04.220,0.359
0:04.223,0.479
0:04.227,0.595
0:04.230,0.694
0:04.233,0.764
0:04.237,0.790
0:04.240,0.787
0:04.243,0.742
0:04.247,0.635
0:04.250,0.474
0:04.253,0.288
0:04.257,0.115
0:04.260,-0.004
0:04.263,-0.042
0:04.267,-0.052
0:04.270,-0.059
0:04.273,-0.063
0:04.277,-0.068
0:04.280,-0.072
0:04.283,-0.076
0:04.287,-0.080
0:04.290,-0.083
0:04.293,-0.086
0:04.297,-0.089
0:04.300,-0.092
0:04.303,-0.095
0:04.307,-0.097
0:04.310,-0.099
0:04.313,-0.102
0:04.317,-0.103
0:04.320,-0.104
0:04.323,-0.103
0:04.327,-0.102
0:04.330,-0.100
0:04.333,-0.097
0:04.337,-0.094
0:04.340,-0.090
0:04.343,-0.086
0:04.347,-0.081
0:04.350,-0.071
0:04.353,-0.064
0:04.357,-0.059
0:04.360,-0.056
0:04.363,-0.055
0:04.367,-0.055
0:04.370,-0.054
0:04.373,-0.053
0:04.377,-0.052
0:04.380,-0.050
0:04.383,-0.048
0:04.387,-0.047
0:04.390,-0.046
0:04.393,-0.045
0:04.397,-0.043
0:04.400,-0.041
0:04.403,-0.038
0:04.407,-0.034
0:04.410,-0.025
0:04.413,-0.007
0:04.417,0.001
0:04.420,0.007
0:04.423,0.014
0:04.427,0.021
0:04.430,0.029
0:04.433,0.042
0:04.437,0.060
0:04.440,0.069
0:04.443,0.075
0:04.447,0.079
0:04.450,0.081
0:04.453,0.082
0:04.457,0.080
